Price,Rating,city,Owner,Fuel_Type,Transmission,RTO,Insurance,Insurance_Type,Company,Model,Kilometres_travelled,year,month 
190000.0,3.7,3686,First ,petrol,manual,RTOAP10,7/1/2021,Comp,hyundai,i10 sportz 1.2,130991.0,2008,9
185000.0,3.7,3686,Third ,diesel,manual,RTOAP29,6/7/2021,Comprehensive,ford,figo 1.4 titanium duratorq,132804.0,2010,6
900000.0,4.8,3686,First ,diesel,manual,RTOTS07,6/6/2022,ZeroDepreciation,maruti,vitara brezza vdi,31212.0,2019,3
85286.0,3.3,3686,Second ,petrol,manual,RTOAP10,,Expired,maruti,wagon r lxi,142810.0,2002,5
544000.0,4.6,3686,First ,diesel,manual,RTOTS04,,Expired,ford,figo aspire 1.5 ambiente diesel,36761.0,2016,6
225000.0,4.4,3686,Second ,diesel,manual,RTOAP10,,Expired,maruti,ritz vdi ,95493.0,2010,1
720000.0,4.3,3686,First ,diesel,manual,RTOTS12,27/8/2021,Comprehensive,honda,city vx mt diesel,53161.0,2015,8
35000.0,1,3686,Fourth ,petrol,manual,RTOAP09,,Expired,maruti,omni 8 seater,97085.0,2001,7
350000.0,4.2,3686,Second ,diesel,manual,RTOAP28,11/7/2021,Comprehensive,hyundai,grand i10 magna 1.1 crdi,67002.0,2013,9
250000.0,4,3686,Second ,diesel,manual,RTOAP29,,Expired,ford,figo 1.4 zxi duratorq ,68250.0,2011,3
140000.0,3.2,3686,Second ,diesel,manual,RTOAP21,2/11/2021,3rdParty,tata,indica vista ls tdi bs iii,238356.0,2011,12
850000.0,4.6,3686,First ,diesel,automatic,RTOTS10,14/8/2021,3rdParty,renault,duster rxz amt 110 ps,24674.0,2017,7
120000.0,3,3686,Second ,diesel,manual,RTOAP28,,Expired,tata,indigo cs ls tdi,114865.0,2008,2
985981.0,4.6,3686,First ,diesel,,RTOTS06,,Expired,honda,br-v vx mt i dtec,52357.0,2019,3
80000.0,3.7,3686,Fourth ,petrol,manual,RTOAP28,8/10/2021,3rdParty,opel,corsa 1.4 gls,65221.0,2003,1
680000.0,4.4,3686,Second ,diesel,manual,RTOTS09,,Expired,maruti,ciaz vdi+ shvs,61869.0,2016,11
470000.0,4.4,3686,First ,petrol,,RTOTS27,12/5/2021,ZeroDepreciation,maruti,ignis zeta 1.2 k12 dual tone,82408.0,2017,3
90000.0,3.8,3686,Second ,petrol,,RTOAP28,,Expired,tata,nano lx special edition,80803.0,2012,5
190000.0,3.8,3686,Second ,diesel,manual,RTOAP13,5/11/2021,Third_party,ford,fiesta 1.4 zxi tdci,100260.0,2008,12
860000.0,4.5,3686,Second ,diesel,manual,RTOTS07,28/11/2021,3rdParty,mahindra,thar crde 4x4 bs iv,32246.0,2018,10
853000.0,4.4,3686,First ,petrol,manual,RTOTS09,11/7/2021,Zero_Dep,honda,city v mt petrol,23040.0,2017,4
780000.0,4.3,3686,First ,diesel,manual,RTOTS09,,Expired,hyundai,verna fluidic 1.6 sx crdi,45106.0,2016,2
100000.0,3.6,3686,Second ,petrol + lpg,manual,RTOAP29,,Expired,maruti,esteem vxi,95993.0,2006,11
288000.0,4.8,3686,First ,petrol,manual,RTOTS08,,Expired,maruti,alto 800 lxi,67736.0,2016,8
140000.0,3.9,3686,Second ,diesel,manual,RTOAP28,,Expired,tata,indica vista terra 1.4 tdi,63698.0,2010,1
715000.0,4.7,3686,First ,petrol,manual,RTOKA51,8/1/2022,Comp,maruti,baleno zeta 1.2 k12 ,37191.0,2019,3
250000.0,4.2,3686,Second ,petrol,manual,RTOAP10,,Expired,hyundai,i10 magna 1.2,86244.0,2009,10
405000.0,3.9,3686,Second ,diesel,manual,RTOAP28,,Expired,volkswagen,vento highline diesel,85936.0,2013,8
800000.0,4.8,3686,First ,petrol,manual,RTOTS07,6/12/2021,3rdParty,hyundai,elite i20 asta 1.2,18087.0,2018,11
250000.0,4,3686,Second ,petrol,manual,RTOMH43,,Expired,honda,accord 2.4 mt,106178.0,2008,10
1450000.0,4.6,3686,First ,diesel,manual,RTOTS07,22/9/2021,Comprehensive,toyota,corolla altis d 4d g,31472.0,2016,6
470000.0,4.1,3686,First ,petrol,manual,RTOTS07,31/10/2020,ZeroDepreciation,hyundai,grand i10 sportz 1.2 kappa vtvt,71467.0,2017,7
400000.0,4.3,3686,First ,petrol,manual,RTOAP11,,Expired,honda,civic 1.8v mt,94002.0,2011,2
200000.0,3.4,3686,Third ,diesel,manual,RTOAP28,,Expired,mahindra,scorpio 2.6 crde,190503.0,2006,1
500000.0,4,3686,Second ,diesel,manual,RTOAP02,11/2/2021,Comprehensive,hyundai,verna fluidic 1.6 sx crdi,132875.0,2012,1
610000.0,4,3686,Third ,diesel,manual,RTOAP21,23/2/2021,Comp,ford,ecosport 1.5titanium tdci,117584.0,2014,4
455712.0,3.3,3686,Second ,diesel,manual,RTOAP28,,Expired,maruti,ertiga vdi,82352.0,2012,5
130000.0,3.3,3686,Second ,diesel,manual,RTOAP25,,Expired,tata,indica vista ls tdi bs iii,107855.0,2012,3
75000.0,3.6,3686,Second ,diesel,manual,RTOAP10,,Expired,tata,indigo ls tdi bs iii,91762.0,2007,1
700000.0,4,3686,First ,diesel,manual,RTOAP09,,Expired,toyota,innova 2.5 v 8 str,167187.0,2010,9
50000.0,3.6,3686,Second ,petrol,manual,RTOAP09,,Expired,maruti,zen lx,61211.0,1995,11
1027000.0,4.9,3686,First ,petrol,,RTOTS07,14/2/2021,Zero_Dep,maruti,ertiga zxi smart hybrid,8967.0,2019,2
1050000.0,4.8,3686,First ,petrol,,RTOTS07,19/8/2022,3rdParty,hyundai,venue 1.0l turbo gdi sx mt,6426.0,2019,7
685000.0,4.3,3686,First ,petrol,manual,RTOTS10,,Expired,hyundai,elite i20 asta 1.2,40595.0,2015,8
850000.0,4.4,3686,First ,diesel,manual,RTOTS08,21/11/2021,ZeroDepreciation,maruti,vitara brezza zdi plus,61510.0,2017,11
140000.0,3.4,3686,Fifth ,diesel,manual,RTOAP09,,Expired,hyundai,verna vgt crdi sx,118266.0,2008,4
1060000.0,4.8,3686,First ,diesel,manual,RTOTS05,6/10/2021,ZeroDepreciation,honda,wr-v 1.5 i-dtec vx mt,22110.0,2019,9
260000.0,3.2,3686,Third ,diesel,manual,RTOAP16,3/11/2021,Third_party,maruti,swift vdi,125206.0,2010,7
125000.0,3.6,3686,Second ,petrol,manual,RTOAP16,,Expired,maruti,alto lx,52367.0,2002,12
860000.0,4.7,3686,First ,diesel,,RTOTS08,26/11/2021,3rdParty,mahindra,marazzo m4 8str,18782.0,2018,11
80000.0,3.5,3686,Second ,petrol,manual,RTOAP10,,Expired,ford,ikon 1.3 flair,17656.0,2005,12
810000.0,4.8,3686,First ,diesel,manual,RTOTS09,3/10/2021,3rdParty,maruti,dzire zdi plus,9658.0,2017,6
1150000.0,4.9,3686,First ,diesel,manual,RTOTS07,21/10/2021,ZeroDepreciation,maruti,s cross zeta shvs,5341.0,2019,5
135000.0,4.1,3686,First ,petrol,manual,RTOAP29,,Expired,hyundai,santro xing gls,117217.0,2008,4
800000.0,4.5,3686,Second ,diesel,manual,RTOTS08,,Expired,renault,duster rxz 85 ps diesel,51073.0,2017,7
1599000.0,4.4,3686,First ,diesel,automatic,RTOAP09,22/10/2021,Comprehensive,bmw,5 series 520d 2.0,79701.0,2012,6
385000.0,4.1,3686,Second ,diesel,manual,RTOAP29,23/7/2021,3rdParty,maruti,swift vdi,107486.0,2013,5
380000.0,4,3686,First ,diesel,manual,RTOTS07,,Expired,hyundai,xcent base 1.1 crdi,83534.0,2017,2
920000.0,4.9,3686,First ,diesel,manual,RTOTS07,22/5/2021,ZeroDepreciation,maruti,vitara brezza zdi,30620.0,2018,5
140000.0,4,3686,First ,petrol,,RTOAP09,23/11/2021,Comp,maruti,wagon r primea lxi,122198.0,2006,3
400000.0,3.8,3686,Second ,diesel,automatic,RTOAP09,1/3/2021,Comprehensive,chevrolet,cruze ltz at,90548.0,2010,2
335000.0,3.9,3686,First ,diesel,manual,RTOAP09,,Expired,maruti,swift dzire ldi bs iv,82543.0,2010,3
550000.0,3.5,3686,Fifth ,diesel,automatic,RTOAP09,,Expired,bmw,3 series 320d highline,122798.0,2008,4
900000.0,4.6,3686,First ,petrol,manual,RTOKA36,2/10/2020,ZeroDepreciation,volkswagen,vento highline petrol,14704.0,2019,3
300000.0,3.9,3686,Second ,diesel,manual,RTOAP37,,Expired,maruti,ritz vdi ,100858.0,2013,1
30000.0,1,3686,Second ,diesel,manual,RTOAP29,,Expired,ford,ikon 1.8 sxi,21450.0,2002,3
1000000.0,4.7,3686,First ,petrol,,RTOTS07,,Expired,toyota,yaris g cvt,9468.0,2018,4
460000.0,4.3,3686,First ,petrol,,RTOTS07,1/11/2021,ZeroDepreciation,tata,tiago nrg petrol,33106.0,2018,10
2050000.0,4.3,3686,First ,diesel,manual,RTOAP28,9/11/2021,Comprehensive,mercedes,benz s class 350 cdi long blue efficiency,18040.0,2013,2
120000.0,3.4,3686,Second ,petrol,manual,RTOAP09,31/3/2021,Third_party,chevrolet,aveo u va ls 1.2,93633.0,2008,6
700000.0,4.3,3686,First ,diesel,manual,RTOTS07,22/1/2021,ZeroDepreciation,volkswagen,vento highline diesel,33003.0,2015,11
1500000.0,4.7,3686,First ,diesel,,RTOTS09,,Expired,jeep,compass 2.0 sport plus,23996.0,2019,5
530000.0,4,3686,Second ,diesel,manual,RTOAP11,,Expired,toyota,innova 2.5 v 8 str,172239.0,2009,10
1850000.0,4.9,3686,First ,diesel,,RTOTS09,,Expired,hyundai,creta 1.6 sx at crdi,10557.0,2020,5
750000.0,4.2,3686,First ,diesel,,RTOTS07,,Expired,hyundai,new elantra 1.6 sx at,57907.0,2014,11
168000.0,3.6,3686,Second ,diesel,manual,RTOAP09,9/3/2021,3rdParty,chevrolet,beat ls diesel,126754.0,2011,8
110000.0,3.7,3686,Second ,petrol,manual,RTOAP29,,Expired,chevrolet,spark lt 1.0,94054.0,2008,6
825000.0,4.1,3686,First ,diesel,manual,RTOTS10,10/4/2021,ZeroDepreciation,maruti,vitara brezza zdi,57527.0,2016,2
300000.0,3.7,3686,Second ,petrol + cng,manual,RTOAP28,,Expired,toyota,etios liva g,60029.0,2012,3
112000.0,4,3686,First ,petrol,manual,RTOAP09,,Expired,maruti,alto lxi,106540.0,2007,9
200000.0,4.1,3686,First ,diesel,manual,RTOTS07,,Expired,chevrolet,beat lt diesel,81291.0,2014,2
84800.0,3.3,3686,Second ,diesel,manual,RTOTS31,,Expired,tata,indica v2 dls bs iii,190790.0,2009,10
720000.0,4.4,3686,First ,diesel,manual,RTOTS15,27/12/2020,Zero_Dep,maruti,vitara brezza vdi,59283.0,2017,12
510000.0,4.4,3686,Second ,petrol,manual,RTOAP28,24/7/2021,Comp,hyundai,i20 asta 1.2,48064.0,2014,2
140000.0,3.7,3686,First ,petrol + lpg,manual,RTOAP10,14/2/2021,Third_party,maruti,wagon r lxi,173659.0,2007,1
390000.0,4.3,3686,First ,petrol,manual,RTOAP31,2/3/2021,ZeroDepreciation,maruti,ritz vxi bs iv,55138.0,2015,2
238000.0,4.1,3686,First ,diesel,manual,RTOAP09,10/3/2021,Comprehensive,maruti,swift vdi,102898.0,2010,2
1140000.0,4.9,3686,First ,petrol,,RTOTS09,6/3/2021,Comprehensive,ford,ecosport 1.5 titanium plus ti vct at,20955.0,2019,2
484500.0,4.1,3686,First ,diesel,manual,RTOAP23,,Expired,skoda,rapid 1.6 tdi mt ambition plus,49733.0,2013,1
780000.0,4.8,3686,First ,petrol,automatic,RTOTS08,22/11/2020,Third_party,maruti,baleno alpha 1.2 k12 amt ,36331.0,2017,11
650000.0,4.2,3686,First ,diesel,automatic,RTOTS08,27/10/2021,Comp,volkswagen,ameo highline dsg 1.5,35701.0,2016,10
375000.0,3.8,3686,Second ,diesel,manual,RTOAP10,1/2/2021,3rdParty,hyundai,grand i10 asta 1.1 crdi,79296.0,2013,12
680000.0,4.5,3686,First ,petrol,automatic,RTOTS07,6/10/2021,Third_party,maruti,dzire vxi amt,43401.0,2018,7
1950000.0,4.6,3686,First ,diesel,manual,RTOTS09,,Expired,toyota,innova crysta 2.4 vx 7 str,35704.0,2018,5
1350000.0,4.5,3686,First ,petrol,,RTOTS07,16/7/2021,Comprehensive,honda,crv 2.4 awd at,73311.0,2015,2
31000.0,1,3686,Second ,diesel,manual,RTOAP29,,Expired,tata,indica v2 dls bs ii,45885.0,2002,11
997000.0,4.7,3686,First ,petrol,manual,RTOTS07,15/11/2021,ZeroDepreciation,hyundai,verna 1.6 sx vtvt (o),37949.0,2017,11
680000.0,4.3,3686,First ,diesel,manual,RTOTS10,20/5/2021,3rdParty,nissan,terrano xl plus 85 ps deisel,79666.0,2015,4
2815000.0,5,3686,First ,diesel,,RTOTS09,15/10/2021,ZeroDepreciation,toyota,innova crysta 2.4 zx at ,2249.0,2020,8
100000.0,3.4,3686,Second ,diesel,manual,RTOAP25,,Expired,hyundai,accent crdi,110342.0,2004,6
850000.0,4.5,3686,First ,diesel,manual,RTOTS08,1/1/2022,Zero_Dep,maruti,ciaz alpha 1.3 ddis shvs ,54788.0,2018,12
1802000.0,4.4,3686,First ,diesel,manual,RTOTS10,16/7/2021,ZeroDepreciation,toyota,innova crysta 2.4 zx 7 str,42702.0,2018,7
148000.0,3.4,3686,Third ,petrol,manual,RTOHR10,,Expired,honda,city 1.5 gxi,94500.0,2007,5
520000.0,4.7,3686,Second ,diesel,manual,RTOTS09,24/8/2021,Comprehensive,maruti,swift dzire vdi bs iv,89260.0,2014,7
750000.0,4.6,3686,First ,petrol,automatic,RTOTS07,4/8/2021,ZeroDepreciation,honda,jazz 1.2 v at,27073.0,2016,7
230000.0,3.6,3686,First ,petrol,manual,RTOAP09,,Expired,hyundai,i10 magna,90219.0,2007,11
360000.0,4.1,3686,First ,petrol,,RTOHR26,,Expired,toyota,corolla altis 1.8 g,77606.0,2010,8
330000.0,3.6,3686,First ,petrol,manual,RTOAP11,,Expired,hyundai,i20 asta 1.2,106617.0,2012,1
290000.0,3.9,3686,First ,petrol,manual,RTOAP28,13/7/2021,Third_party,hyundai,i20 asta 1.2 o with sunroof,112002.0,2010,5
215000.0,3.7,3686,Second ,diesel,manual,RTOAP29,19/9/2021,Comp,maruti,ritz vdi ,122758.0,2010,9
360000.0,4.4,3686,First ,diesel,,RTOPB03,19/10/2021,Comp,hyundai,grand i10 sportz 1.1 crdi special edition,45795.0,2014,9
111000.0,3.8,3686,First ,petrol,manual,RTOUP15,11/12/2021,Comprehensive,hyundai,santro xing xl erlx euro iii,103292.0,2006,1
1210000.0,4.9,3686,First ,petrol,,RTOTS09,17/9/2021,Comprehensive,honda,city v cvt,7138.0,2019,4
410000.0,4.1,3686,First ,diesel,manual,RTOTS07,,Expired,volkswagen,vento comfortline diesel,86213.0,2013,8
1251000.0,4.8,3686,First ,petrol,manual,RTOTS08,,Expired,toyota,corolla altis g ,27739.0,2017,8
451000.0,4.1,3686,First ,diesel,manual,RTOTS08,30/12/2020,Comprehensive,hyundai,xcent sx 1.1 crdi opt,71490.0,2014,9
900000.0,4,3686,First ,diesel,manual,RTOTS10,,Expired,mahindra,xuv500 w4,72820.0,2017,1
880000.0,4.4,3686,First ,diesel,manual,RTOTS10,,Expired,maruti,ertiga vdi shvs,41056.0,2017,5
780000.0,4.3,3686,First ,diesel,manual,RTOTS10,21/11/2021,ZeroDepreciation,honda,city sv mt diesel,28599.0,2016,1
535000.0,3.9,3686,Second ,petrol,,RTOAP28,7/9/2021,3rdParty,maruti,swift dzire vxi at,59335.0,2012,6
290000.0,3.8,3686,Third ,diesel,manual,RTOAP10,4/7/2021,Comp,ford,fiesta titanium diesel,105481.0,2012,10
980000.0,4.7,3686,First ,petrol,manual,RTOTS09,14/5/2021,ZeroDepreciation,hyundai,creta 1.6 sx plus petrol,35684.0,2017,5
200000.0,4.1,3686,Second ,diesel,manual,RTOAP29,,Expired,chevrolet,beat ls diesel,67285.0,2013,1
1350750.0,4.1,3686,Second ,diesel,automatic,RTOAP26,,Expired,toyota,innova crysta 2.8 gx at 8 str,66168.0,2018,2
120000.0,3.6,3686,First ,petrol,manual,RTOUP70,30/11/2020,Expired,maruti,swift vxi 1.3,64071.0,2009,1
420000.0,3.9,3686,First ,diesel,manual,RTOAP28,18/2/2021,Comprehensive,renault,duster rxz diesel 110,94305.0,2013,1
200000.0,3.8,3686,First ,diesel,manual,RTOAP28,23/1/2021,Comp,tata,indica ev2 lx,69282.0,2011,12
122000.0,3.3,3686,Sixth ,diesel,manual,RTOAP28,,Expired,tata,indica vista terra 1.4 tdi,94904.0,2010,6
700000.0,4.6,3686,First ,diesel,manual,RTOTS11,13/6/2021,ZeroDepreciation,hyundai,elite i20 asta 1.4 crdi dual tone,54582.0,2018,4
250000.0,4,3686,Second ,diesel,manual,RTOAP29,,Expired,maruti,swift dzire vdi,153628.0,2008,11
247000.0,3.7,3686,Third ,petrol,,RTOAP09,,Expired,maruti,swift vxi 1.3 abs,81226.0,2006,4
249000.0,4,3686,Second ,petrol,manual,RTOAP09,31/10/2020,Expired,hyundai,verna transform 1.6 vtvt,102021.0,2010,8
625000.0,4.4,3686,First ,diesel,,RTOTS11,,Expired,maruti,swift dzire vdi abs,67434.0,2016,6
70000.0,3.8,3686,Second ,diesel,manual,RTOAP20,,Expired,maruti,zen d,137089.0,2005,1
60000.0,1,3686,First ,petrol,manual,RTOCH03,1/10/2021,Third_party,hyundai,santro xing xp,125946.0,2003,8
1050000.0,4.6,3686,First ,diesel,,RTOAP16,,Expired,honda,city 	zx mt i-dtec,35656.0,2017,10
441000.0,4.6,3686,First ,petrol + cng,manual,RTOTS07,,Expired,maruti,wagon r 1.0 lxi cng,33044.0,2017,5
161000.0,3.8,3686,Second ,petrol,manual,RTOTS09,,Expired,honda,accord 2.4 vti l mt,88622.0,2007,3
1045000.0,4.6,3686,First ,diesel,automatic,RTOKA04,13/2/2021,Comp,skoda,rapid 1.5 tdi at ambition,21336.0,2018,11
31500.0,2.7,3686,Second ,diesel,manual,RTOAP23,22/7/2021,Third_party,tata,indica v2 dls,330517.0,2001,8
550000.0,4.2,3686,First ,petrol,manual,RTOTS07,,Expired,hyundai,elite i20 asta 1.2,80731.0,2015,1
2450000.0,4.8,3686,First ,petrol,manual,RTOTS09,30/7/2021,ZeroDepreciation,mercedes,benz cla class cla 200 sport,17905.0,2017,12
250000.0,4.2,3686,First ,petrol,manual,RTOMH14,18/3/2021,Comp,hyundai,i10 sportz 1.2 kappa2,50674.0,2012,11
950000.0,4.6,3686,First ,petrol,manual,RTOTS09,16/4/2021,3rdParty,hyundai,creta 1.6 sx plus petrol,102144.0,2017,2
170000.0,3.4,3686,Second ,diesel,,RTOAP12,,Expired,toyota,qualis 2.4 d gs,69969.0,2001,7
459000.0,4.1,3686,Second ,diesel,manual,RTOTS07,,Expired,maruti,swift dzire tour,84995.0,2017,1
1001000.0,4.5,3686,First ,diesel,,RTOTS09,8/5/2021,ZeroDepreciation,hyundai,creta 1.4 s crdi,43413.0,2018,4
220000.0,4.4,3686,First ,petrol + cng,manual,RTOAP29,31/1/2021,3rdParty,maruti,alto lxi cng,64870.0,2012,2
563000.0,4.6,3686,Second ,diesel,,RTOTS13,,Expired,maruti,swift dzire tour s diesel,50300.0,2018,10
1700000.0,4.9,3686,First ,diesel,manual,RTOTS09,10/12/2021,Zero_Dep,mahindra,xuv500 w11 (o) at,20125.0,2018,8
200000.0,3.8,3686,Second ,petrol,manual,RTOUP80,,Expired,honda,city s mt petrol,90067.0,2010,1
695000.0,3.9,3686,First ,diesel,manual,RTOTS28,3/8/2021,Zero_Dep,skoda,rapid 1.5 tdi mt ambition,78537.0,2017,7
182000.0,3.6,3686,Second ,diesel,manual,RTOAP09,10/11/2021,3rdParty,chevrolet,beat ps diesel,91837.0,2011,12
176000.0,3.8,3686,Second ,petrol,manual,RTOAP28,11/1/2021,Third_party,hyundai,santro xing gls,113553.0,2007,12
72000.0,3.4,3686,Second ,diesel,manual,RTOAP28,,Expired,tata,indica v2 dlg bs iii,114991.0,2006,10
550000.0,3.7,3686,First ,diesel,manual,RTOAP09,,Expired,mahindra,thar di 4wd,54789.0,2011,12
65000.0,1,3686,Second ,diesel,manual,RTOAP09,,Expired,mahindra,jeep mm 540,74544.0,1993,9
250000.0,3.6,3686,Second ,diesel,manual,RTOAP28,,Expired,nissan,sunny xl diesel,113318.0,2012,8
500000.0,4.3,3686,First ,petrol,manual,RTOTS07,9/11/2021,Comprehensive,volkswagen,vento highline petrol,55188.0,2013,10
70000.0,3.5,3686,Second ,diesel,manual,RTOMH13,19/10/2020,3rdParty,tata,indica vista terra tdi bs iii,91220.0,2010,8
70000.0,3.6,3686,Second ,diesel,manual,RTOAP09,,Expired,tata,indigo ls tdi bs iii,175312.0,2005,12
420000.0,4,3686,Second ,diesel,manual,RTOAP09,,Expired,hyundai,verna fluidic 1.6 sx crdi,131135.0,2011,10
245000.0,3.9,3686,First ,diesel,manual,RTOTS05,,Expired,ford,figo 1.4 exi duratorq ,68060.0,2014,5
130000.0,3.6,3686,Second ,petrol,manual,RTOAP13,,Expired,maruti,alto lxi,111121.0,2007,9
35000.0,3.1,3686,Second ,petrol,manual,RTOAP10,,Expired,maruti,800 std,17571.0,1997,1
100000.0,4.1,3686,Second ,petrol,manual,RTOAP11,15/1/2022,3rdParty,chevrolet,spark lt 1.0,93711.0,2008,10
90000.0,3.7,3686,Second ,petrol,manual,RTOAP32,,Expired,hyundai,accent glx,103088.0,2000,11
610000.0,4.4,3686,First ,petrol,manual,RTOTS07,25/2/2021,3rdParty,hyundai,elite i20 asta 1.2,47230.0,2016,1
200000.0,3.5,3686,First ,diesel,manual,RTOAP09,,Expired,hyundai,verna vgt crdi sx,159685.0,2009,10
250000.0,4,3686,First ,petrol,manual,RTOAP09,21/4/2021,Comp,hyundai,i20 asta 1.2,93997.0,2010,4
600000.0,4,3686,Second ,diesel,manual,RTOTS08,12/6/2021,Comprehensive,volkswagen,polo highline1.5l diesel,65497.0,2014,11
1250000.0,4.9,3686,First ,petrol,,RTOTS07,,Expired,maruti,vitara brezza zxi at shvs ,17087.0,2020,2
620000.0,3.9,3686,Second ,diesel,manual,RTOTS10,25/6/2021,Third_party,mahindra,xuv500 w8 fwd,109564.0,2013,12
212000.0,3.8,3686,Second ,petrol,manual,RTOAP28,,Expired,honda,city zx gxi,65827.0,2006,8
860000.0,4.7,3686,First ,petrol,,RTOTS07,,Expired,maruti,ciaz alpha 1.5 mt vvt shvs,18482.0,2018,10
13000.0,1,3686,Second ,petrol,manual,RTOAP09,,Expired,maruti,800 ac,73491.0,1990,1
446000.0,4.4,3686,First ,petrol,automatic,RTOTS09,,Expired,maruti,celerio vxi amt,65225.0,2014,10
1016000.0,4.6,3686,First ,petrol,manual,RTOGJ03,8/11/2020,Comprehensive,toyota,corolla altis g ,28747.0,2014,10
1500000.0,4.7,3686,First ,diesel,,RTOTS07,16/7/2021,ZeroDepreciation,mahindra,xuv 3oo w8(o),23888.0,2019,5
110000.0,4,3686,Fifth ,petrol + cng,manual,RTOMH02,6/11/2021,3rdParty,fiat,grand punto dynamic 1.2,91583.0,2010,3
825000.0,4.7,3686,First ,petrol,,RTOTS29,19/11/2021,ZeroDepreciation,toyota,glanza v cvt,37946.0,2019,10
352000.0,3.9,3686,Second ,diesel,manual,RTOAP29,,Expired,nissan,sunny xl diesel,90927.0,2012,5
165000.0,4.1,3686,Second ,petrol,manual,RTOAP16,,Expired,hyundai,santro xing gl,79404.0,2007,12
5825000.0,4.9,3686,First ,diesel,automatic,RTOTS08,19/1/2023,3rdParty,bmw,x5 xdrive 30 d,25285.0,2018,12
262000.0,4.2,3686,Second ,diesel,manual,RTOAP29,2/2/2021,Comp,maruti,ritz ldi ,87163.0,2012,9
120000.0,3.6,3686,First ,diesel,manual,RTOAP29,28/12/2020,Third_party,tata,indica vista aqua quadrajet bs iii,114479.0,2009,7
220000.0,3.6,3686,Second ,diesel,manual,RTOAP29,,Expired,ford,figo 1.4 titanium duratorq,126383.0,2011,7
110000.0,4,3686,Second ,petrol,manual,RTOAP29,9/1/2021,3rdParty,maruti,alto lx,80573.0,2005,6
250000.0,4,3686,First ,diesel,manual,RTOAP10,,Expired,tata,indica vista vx quadrajet,81579.0,2013,9
1202000.0,4.7,3686,First ,diesel,,RTOTS09,26/9/2022,ZeroDepreciation,maruti,vitara brezza zdi mt,18688.0,2019,7
720000.0,4.8,3686,First ,petrol,,RTOTS07,,Expired,ford,freestyle titanium 1.2 ti-vct mt,7514.0,2019,1
700000.0,4.3,3686,First ,diesel,manual,RTOTS08,,Expired,maruti,vitara brezza vdi opt,71088.0,2017,12
1025000.0,4.6,3686,First ,diesel,,RTOTS08,,Expired,hyundai,creta 1.6 sx crdi,29187.0,2017,12
650000.0,4.8,3686,First ,petrol,manual,RTOTS06,,Expired,maruti,swift vxi,50922.0,2019,1
390000.0,1,3686,First ,diesel,manual,RTOTS11,,Expired,hyundai,xcent base 1.1 crdi,73439.0,2016,10
767125.0,4.5,3686,First ,petrol,automatic,RTOTS09,2/7/2021,ZeroDepreciation,renault,duster rxs cvt 106 ps,26493.0,2017,3
220000.0,3.7,3686,First ,diesel,manual,RTOMH01,,Expired,volkswagen,jetta highline tdi,129291.0,2010,12
975000.0,4.4,3686,First ,diesel,,RTOTS07,23/7/2021,ZeroDepreciation,hyundai,creta 1.6 sx crdi,83539.0,2017,7
230000.0,3.4,3686,Second ,diesel,manual,RTOAP11,12/3/2021,Comp,mahindra,verito 1.5 d4 bs iv,79638.0,2012,1
1350000.0,4.9,3686,Second ,petrol,automatic,RTOTS10,,Expired,honda,crv 2.0 2wd at,64251.0,2015,1
430000.0,4.1,3686,Second ,diesel,manual,RTOAP28,,Expired,maruti,swift dzire vdi,84449.0,2013,6
710000.0,4.8,3686,First ,diesel,manual,RTOTS07,29/9/2021,3rdParty,maruti,dzire vdi,65656.0,2018,8
700000.0,4.4,3686,First ,diesel,manual,RTOTS17,22/12/2020,Zero_Dep,maruti,swift vdi,56323.0,2018,10
375000.0,3.8,3686,Second ,diesel,manual,RTOAP09,31/1/2021,Expired,volkswagen,vento highline diesel,111308.0,2011,5
432000.0,3.7,3686,Third ,diesel,manual,RTOTS01,28/6/2021,Comp,honda,amaze 1.5 vxmt i dtec,83345.0,2015,6
450000.0,4.2,3686,First ,diesel,,RTOTS08,,Expired,fiat,urban cross dynamic multijet,61468.0,2016,9
1100000.0,4.7,3686,First ,diesel,,RTOTS10,,Expired,nissan,nissan kicks xv diesel,25065.0,2019,1
130000.0,3.9,3686,Second ,petrol,manual,RTOAP09,,Expired,hyundai,santro xing xp,84744.0,2004,2
385000.0,4.4,3686,First ,petrol,manual,RTOTS10,,Expired,renault,kwid rxt opt,29661.0,2018,11
760000.0,4.9,3686,First ,petrol,automatic,RTOTS09,27/11/2021,Third_party,maruti,dzire vxi amt,1898.0,2018,11
550000.0,4.3,3686,First ,petrol,manual,RTOTS09,,Expired,volkswagen,polo comfortline 1.0 petrol,34696.0,2018,9
620000.0,4.1,3686,First ,diesel,automatic,RTOAP28,14/2/2021,Comp,hyundai,verna fluidic 1.6 ex crdi at,39778.0,2013,10
750000.0,4.3,3686,First ,diesel,manual,RTOTS10,,Expired,ford,ecosport 1.5titanium tdci,50658.0,2016,5
720000.0,4.4,3686,First ,diesel,manual,RTOTS08,30/9/2021,ZeroDepreciation,maruti,baleno delta ddis 190 ,47191.0,2019,8
350000.0,3.8,3686,Second ,diesel,manual,RTOAP05,,Expired,volkswagen,polo highline1.2l diesel,123373.0,2013,1
205000.0,3.6,3686,Second ,petrol,manual,RTOAP09,,Expired,hyundai,santro xing xo erlx euro iii,64745.0,2007,4
