Price,Rating,city,Owner,Fuel_Type,Transmission,RTO,Insurance,Insurance_Type,Company,Model,Kilometres_travelled,year,month 
240000.0,3.8,2423,First ,petrol,manual,RTOMH02,,Expired,honda,city s mt petrol,87458.0,2010,6
367000.0,4.8,2423,First ,petrol,manual,RTOMH12,8/1/2021,3rdParty,hyundai,eon magna,8060.0,2016,11
384187.0,3.7,2423,Second ,diesel,manual,RTOMH12,,Expired,ford,ecosport 1.5 ambiente tdci,100599.0,2013,9
300000.0,4.2,2423,First ,petrol + cng,,RTOMH12,30/11/2020,Comp,maruti,alto 800 vxi (o),66014.0,2016,9
954000.0,4.8,2423,First ,petrol,,RTOMH12,8/1/2021,Comprehensive,maruti,ciaz alpha 1.5 at vtvt shvs,6096.0,2018,11
460000.0,4.5,2423,First ,petrol,,RTOMH12,5/11/2021,Comp,hyundai,grand i10 sportz(o) 1.2 mt,41739.0,2017,8
355000.0,4.2,2423,First ,petrol,manual,RTOMH12,15/4/2021,Comp,maruti,celerio vxi ,46233.0,2015,4
1700000.0,4.9,2423,First ,diesel,,RTOMH14,11/1/2021,ZeroDepreciation,tata,harrier xz 2.0l kryotec,2659.0,2019,12
400000.0,3.6,2423,Second ,diesel,automatic,RTOMH43,,Expired,hyundai,verna fluidic 1.6 crdi sx opt at,76646.0,2012,4
650000.0,4.4,2423,First ,petrol,manual,RTOMH14,,Expired,maruti,ciaz zxi,26492.0,2017,2
225000.0,3.5,2423,Second ,diesel,manual,RTOMH04,15/9/2021,Comp,volkswagen,polo comfortline 1.2l diesel,77655.0,2011,3
550000.0,4.9,2423,First ,petrol + cng,manual,RTOMH12,26/6/2021,Comp,maruti,celerio vxi cng opt,5088.0,2019,3
750000.0,4.8,2423,First ,petrol,automatic,RTOMH12,11/2/2021,Zero_Dep,honda,jazz 1.2 v at,24629.0,2018,1
150000.0,3.8,2423,First ,petrol,manual,RTOMH12,25/12/2020,3rdParty,maruti,alto lxi,19856.0,2009,10
2164100.0,4.8,2423,First ,petrol,,RTOMH12,25/4/2022,Third_party,audi,a3 35 tfsi s line,4238.0,2019,2
469895.0,4.3,2423,First ,diesel,manual,RTOMH12,25/10/2020,Comprehensive,honda,amaze 1.5 smt i dtec,58444.0,2015,7
410000.0,4.2,2423,Third ,petrol,manual,RTOMH12,,Expired,hyundai,verna fluidic 1.6 sx vtvt,49675.0,2014,2
400000.0,4.1,2423,Second ,diesel,manual,RTOMH12,21/10/2021,3rdParty,volkswagen,vento highline diesel,36407.0,2011,10
540000.0,4.7,2423,First ,petrol,manual,RTOMH12,24/2/2021,Zero_Dep,honda,amaze 1.2 vxmt i vtec,28355.0,2016,1
129000.0,3.6,2423,First ,petrol,manual,RTOAP09,6/9/2021,Comprehensive,hyundai,santro xing xo erlx euro iii,71983.0,2006,4
200000.0,4.2,2423,First ,petrol,manual,RTOMH14,,Expired,hyundai,i10 era 1.1 irde,69231.0,2010,6
400000.0,4.2,2423,First ,petrol,manual,RTOMH12,25/8/2021,Comprehensive,honda,mobilio 1.5 v i vtec,54359.0,2014,6
575000.0,4.2,2423,First ,diesel,manual,RTOMH12,9/7/2021,3rdParty,maruti,swift dzire vdi bs iv,57241.0,2014,5
350000.0,4,2423,Second ,petrol,automatic,RTOMH14,8/5/2021,Third_party,honda,city v at,87545.0,2011,1
210000.0,4,2423,First ,petrol + cng,manual,RTOMH12,31/12/2020,Comp,maruti,alto 800 lxi cng,29550.0,2012,12
580000.0,4.8,2423,First ,petrol,manual,RTOMH12,9/12/2021,Comprehensive,maruti,baleno delta 1.2 k12 ,5804.0,2018,11
783000.0,4.6,2423,First ,diesel,automatic,RTOMH12,4/8/2021,Zero_Dep,maruti,swift zdi amt,19274.0,2018,5
700000.0,4.9,2423,First ,petrol,,RTOMH12,16/7/2021,ZeroDepreciation,maruti,swift zxi+ bs iv,11794.0,2018,5
500000.0,4.2,2423,First ,petrol,manual,RTOMH12,31/10/2020,Expired,hyundai,elite i20 asta 1.2,52538.0,2015,6
740000.0,4.7,2423,First ,petrol,manual,RTOMH12,21/7/2021,Zero_Dep,maruti,ciaz alpha 1.4 vvt ,10572.0,2017,6
64000.0,3.8,2423,First ,petrol,manual,RTOMH02,3/6/2021,Comp,maruti,alto lxi,65158.0,2005,12
250000.0,4.1,2423,First ,petrol,manual,RTOMH12,26/5/2021,ZeroDepreciation,maruti,alto 800 lxi,61724.0,2016,3
350000.0,4,2423,First ,petrol + cng,manual,RTOMH12,17/11/2021,3rdParty,maruti,wagon r 1.0 lxi cng,41174.0,2012,6
470000.0,4.3,2423,First ,petrol,manual,RTOMH12,9/5/2021,Comp,volkswagen,polo comfortline 1.2l petrol,17444.0,2015,4
793000.0,5,2423,First ,petrol,manual,RTOMH14,5/8/2021,ZeroDepreciation,maruti,baleno zeta 1.2 k12 ,2392.0,2020,7
286000.0,4.1,2423,First ,petrol,manual,RTOMH04,16/6/2021,3rdParty,chevrolet,sail 1.2 lt abs,48758.0,2013,6
800000.0,4.8,2423,First ,petrol,,RTOMH08,7/9/2022,Comprehensive,toyota,glanza v cvt,9844.0,2019,6
180000.0,4.3,2423,Second ,petrol,manual,RTOMH41,,Expired,maruti,alto 800 lxi,83962.0,2012,10
199000.0,3.9,2423,First ,diesel,manual,RTOWB26,25/7/2021,Comprehensive,volkswagen,polo trendline 1.2l diesel,77552.0,2012,1
600000.0,4.5,2423,First ,diesel,manual,RTOMH14,1/7/2021,Zero_Dep,hyundai,elite i20 sportz 1.4,57791.0,2015,10
123000.0,3.4,2423,First ,petrol,manual,RTOMH12,,Expired,maruti,alto lxi,44906.0,2012,1
930000.0,4.4,2423,Second ,diesel,manual,RTOMH05,20/12/2021,ZeroDepreciation,maruti,vitara brezza zdi plus,35065.0,2018,5
231922.0,4.3,2423,First ,petrol + cng,manual,RTOMH12,,Expired,maruti,alto 800 lxi cng,76891.0,2016,2
864000.0,4.8,2423,First ,petrol,manual,RTOMH12,27/2/2021,ZeroDepreciation,maruti,ciaz alpha 1.4 vvt ,181.0,2018,1
260000.0,3.7,2423,Second ,diesel,automatic,RTOMH11,,Expired,skoda,laura ambiente 1.9 tdi at,82431.0,2009,12
500000.0,4.2,2423,Third ,petrol,automatic,RTOMH43,17/10/2021,ZeroDepreciation,volkswagen,polo gt tsi 1.2 petrol at,37728.0,2016,6
530000.0,4.7,2423,First ,petrol,automatic,RTOMH12,23/4/2021,ZeroDepreciation,ford,figo aspire 1.5 titanium at petrol,25575.0,2016,4
275000.0,4.1,2423,First ,petrol,manual,RTOMH12,,Expired,hyundai,i10 sportz 1.2 kappa2,35275.0,2011,1
565000.0,4.9,2423,First ,petrol,,RTOMH12,29/11/2021,ZeroDepreciation,renault,kwid 1.0 climber opt amt,971.0,2020,1
260000.0,4,2423,First ,petrol,manual,RTOMH14,4/2/2021,Comp,maruti,swift dzire vxi,66279.0,2010,1
775000.0,4.5,2423,First ,diesel,manual,RTOMH12,18/7/2021,Third_party,maruti,ciaz delta 1.3 ddis shvs ,14284.0,2018,4
200000.0,4,2423,First ,petrol,manual,RTOMH12,17/8/2021,Comprehensive,maruti,alto k10 lxi,67239.0,2012,1
320000.0,4.2,2423,First ,petrol,manual,RTOMH12,20/10/2021,Comp,honda,brio 1.2 e mt i vtec,20089.0,2013,7
600000.0,4.7,2423,First ,petrol,manual,RTOMH12,22/8/2021,Comprehensive,hyundai,grand i10 asta 1.2 kappa vtvt opt,6199.0,2016,7
200000.0,4.2,2423,Second ,petrol,manual,RTOMH12,,Expired,maruti,zen estilo lxi,57232.0,2011,8
800000.0,5,2423,First ,petrol,,RTOMH12,25/8/2021,3rdParty,toyota,glanza v mt petrol,2137.0,2019,5
550000.0,4.7,2423,First ,petrol,manual,RTOMH14,8/5/2021,ZeroDepreciation,hyundai,grand i10 magna 1.2 vtvt,19737.0,2019,5
835000.0,4.8,2423,First ,petrol,manual,RTOMH12,18/9/2021,Zero_Dep,volkswagen,polo gt tsi,6873.0,2018,8
100000.0,3.4,2423,Fourth ,petrol,manual,RTOMH15,8/8/2021,3rdParty,hyundai,getz prime 1.1 gvs,51341.0,2008,3
228000.0,4.2,2423,Second ,petrol,manual,RTOMH20,9/5/2021,ZeroDepreciation,maruti,alto 800 lxi,53076.0,2015,4
330000.0,4.4,2423,First ,petrol + cng,manual,RTOMH14,17/2/2021,Comp,maruti,alto 800 lxi cng,53062.0,2018,1
550000.0,4.6,2423,First ,diesel,manual,RTOMH12,4/1/2021,3rdParty,volkswagen,vento comfortline diesel,35541.0,2013,7
860000.0,3.7,2423,First ,diesel,manual,RTOMH12,,Expired,maruti,vitara brezza zdi,30432.0,2018,6
210000.0,4.1,2423,First ,petrol + lpg,manual,RTOMH14,,Expired,chevrolet,beat lt lpg,25004.0,2011,2
140000.0,3.7,2423,Second ,petrol,manual,RTOMH14,4/8/2021,Third_party,maruti,wagon r lxi,80624.0,2007,12
104000.0,3.7,2423,Second ,petrol,manual,RTOMH14,21/2/2021,Comprehensive,maruti,wagon r vxi,117253.0,2005,2
380000.0,4.1,2423,First ,petrol,manual,RTOMH12,18/1/2021,Comprehensive,hyundai,grand i10 sportz 1.2 kappa vtvt,50165.0,2013,12
75000.0,3.8,2423,First ,petrol,manual,RTOMH12,,Expired,tata,nano lx,46356.0,2010,8
378000.0,4.4,2423,First ,petrol,manual,RTOMH12,28/2/2021,ZeroDepreciation,chevrolet,beat lt petrol,16763.0,2017,1
160000.0,4.1,2423,Second ,petrol,manual,RTOMH42,26/3/2021,Comp,maruti,a star vxi,71690.0,2010,5
300000.0,4.3,2423,First ,diesel,manual,RTOMH12,19/10/2021,Comp,ford,figo 1.4 titanium duratorq,43854.0,2011,10
340000.0,4.5,2423,First ,petrol + cng,manual,RTOMH12,,Expired,maruti,wagon r 1.0 lxi cng,33309.0,2013,8
50000.0,3.9,2423,First ,petrol,manual,RTOMH12,12/1/2021,Comprehensive,tata,indigo glx,68517.0,2004,9
350000.0,4.1,2423,First ,petrol,manual,RTOMH12,27/12/2020,Comprehensive,hyundai,santro xing xl erlx euro iii,38206.0,2005,12
178000.0,4.1,2423,Second ,diesel,manual,RTOMH14,,Expired,tata,indica vista ls tdi bs iii,71579.0,2012,2
200000.0,3.5,2423,Third ,diesel,manual,RTOMH08,11/7/2021,Comprehensive,maruti,swift vdi,102873.0,2009,4
300000.0,4,2423,Second ,petrol,manual,RTOMP09,18/12/2020,3rdParty,hyundai,i20 asta 1.2,47070.0,2011,1
510000.0,4.5,2423,First ,petrol,automatic,RTOMH12,17/9/2021,Comprehensive,maruti,celerio x zxi amt,28883.0,2018,9
350000.0,4.6,2423,First ,petrol,manual,RTOMH14,,Expired,toyota,etios liva g,34204.0,2013,9
260000.0,4.2,2423,Second ,petrol,manual,RTOMH08,5/8/2021,Comprehensive,hyundai,i20 sportz 1.2 vtvt,70019.0,2012,6
525000.0,4.6,2423,First ,petrol,manual,RTOMH14,28/12/2020,ZeroDepreciation,tata,tigor xz 1.2 revotron opt,21330.0,2017,8
100000.0,4.1,2423,First ,petrol,manual,RTOMH12,,Expired,chevrolet,spark ls 1.0,19038.0,2008,7
185000.0,4,2423,First ,petrol,manual,RTOMH12,10/3/2021,3rdParty,hyundai,eon era plus,87314.0,2013,3
470000.0,4.7,2423,First ,petrol,manual,RTOMH14,17/2/2021,Comp,hyundai,grand i10 sportz 1.2 kappa vtvt,13200.0,2015,12
40000.0,3.7,2423,First ,diesel,manual,RTOHR01,11/9/2021,Third_party,tata,indica dls,65754.0,2003,4
700000.0,5,2423,First ,petrol,,RTOMH12,28/12/2021,ZeroDepreciation,renault,triber 1.0 rxz ,4795.0,2019,12
250000.0,4.3,2423,First ,petrol,,RTOMH12,29/3/2021,3rdParty,honda,city zx 1.5 exi,32379.0,2008,1
50000.0,3.6,2423,Second ,petrol,manual,RTOMH14,12/6/2021,3rdParty,tata,nano cx,71334.0,2012,1
399000.0,4.5,2423,First ,petrol,manual,RTORJ20,2/6/2021,Comp,renault,kwid rxl,13722.0,2019,5
490000.0,4.8,2423,First ,petrol,automatic,RTOMH14,4/11/2021,3rdParty,renault,kwid rxt 1.0 easy-r at option,2328.0,2018,8
485000.0,4.8,2423,First ,petrol,manual,RTOMH12,,Expired,renault,duster rxl petrol 104,19682.0,2013,6
122000.0,3.2,2423,Third ,petrol,manual,RTOMH12,,Expired,honda,city zx gxi,137174.0,2006,1
94705.0,4.1,2423,First ,petrol,manual,RTOMH12,8/9/2021,3rdParty,maruti,alto lxi,50227.0,2008,7
300625.0,4.1,2423,First ,petrol,manual,RTOMH12,16/4/2021,Third_party,volkswagen,polo comfortline 1.2l petrol,64244.0,2013,6
360000.0,4.5,2423,First ,petrol,,RTOMH42,8/9/2021,Third_party,renault,kwid climber 1.0,21487.0,2018,7
120000.0,3.5,2423,Fourth ,petrol,manual,RTOMH13,14/3/2021,3rdParty,honda,city 1.3 exi,76514.0,2000,1
710000.0,5,2423,First ,petrol,,RTOMH12,,Expired,honda,amaze 1.2 v cvt i vtec,4426.0,2018,5
149000.0,2.9,2423,Second ,petrol + cng,manual,RTOMH12,,Expired,maruti,alto k10 lxi,135120.0,2012,4
250000.0,4,2423,First ,petrol,manual,RTOMH12,29/8/2021,Comp,maruti,wagon r 1.0 vxi,74177.0,2011,8
650000.0,4.6,2423,First ,petrol + cng,manual,RTOMH12,29/7/2022,3rdParty,hyundai,xcent s 1.2,7433.0,2019,7
650000.0,4,2423,First ,petrol,manual,RTOMH12,18/1/2021,3rdParty,maruti,ertiga vxi,44543.0,2014,12
335000.0,4.5,2423,First ,petrol + cng,manual,RTOMH14,,Expired,hyundai,i10 sportz 1.1 irde2,59578.0,2015,8
279000.0,4.4,2423,Second ,petrol,manual,RTOMH12,11/2/2021,Comp,chevrolet,beat ps petrol,15934.0,2017,1
275000.0,4.1,2423,First ,petrol,manual,RTOMH05,24/11/2021,3rdParty,maruti,ritz lxi ,63680.0,2015,11
725000.0,4.8,2423,First ,petrol,automatic,RTOMH12,5/12/2021,ZeroDepreciation,maruti,dzire zxi plus amt,19694.0,2017,11
70000.0,3.4,2423,Third ,petrol,manual,RTOMH14,,Expired,maruti,baleno lxi,75002.0,2006,9
300000.0,3.9,2423,Fourth ,petrol,manual,RTOMH12,,Expired,honda,city s mt petrol,59999.0,2011,2
550000.0,4.3,2423,First ,diesel,manual,RTOMH12,18/5/2021,ZeroDepreciation,hyundai,grand i10 sportz1.2 crdi,31863.0,2017,1
50000.0,4.1,2423,First ,petrol,manual,RTOMH12,27/12/2021,3rdParty,tata,indica v2 xeta glg 1.2 bs iii,24017.0,2008,1
495000.0,4.4,2423,First ,petrol,manual,RTOMH12,1/6/2021,Zero_Dep,volkswagen,cross polo highline petrol,56011.0,2015,5
515000.0,3.7,2423,Second ,diesel,manual,RTOMH46,,Expired,mahindra,xuv500 w8 fwd,88355.0,2012,1
160000.0,4,2423,Second ,petrol,manual,RTOMH25,,Expired,maruti,swift zxi 1.3,104072.0,2006,1
550000.0,4.4,2423,First ,petrol,manual,RTOMH12,4/8/2021,ZeroDepreciation,volkswagen,ameo highline 1.2,18060.0,2017,6
100000.0,3.4,2423,Third ,petrol,manual,RTOMH12,,Expired,ford,fiesta 1.4 exi ,82132.0,2007,9
425000.0,4.2,2423,First ,petrol + cng,manual,RTOMH12,4/1/2021,Comp,volkswagen,ameo comfortline 1.2,52284.0,2016,12
330000.0,4.1,2423,First ,petrol,manual,RTOMH12,3/1/2021,Comp,hyundai,i10 sportz 1.2 kappa2,27956.0,2011,12
150000.0,3.7,2423,Second ,petrol,manual,RTOMH12,,Expired,maruti,wagon r lxi,71848.0,2008,5
500000.0,4.9,2423,First ,petrol,,RTOMH12,9/11/2022,Third_party,maruti,s presso vxi plus,7539.0,2019,1
280000.0,4.1,2423,First ,petrol,manual,RTOMH12,25/4/2021,Comprehensive,maruti,swift dzire lxi 1.3,33683.0,2010,4
350000.0,4.8,2423,First ,petrol,,RTOMH12,17/2/2021,Comprehensive,datsun,redi go 1.0 t(o),3104.0,2018,2
630000.0,4.9,2423,First ,petrol,manual,RTOMH12,29/5/2021,Zero_Dep,honda,amaze 1.2 smt i vtec,12246.0,2018,5
150000.0,4.2,2423,Second ,petrol,manual,RTOMH14,31/10/2021,3rdParty,maruti,alto lxi,71582.0,2011,1
290000.0,3.7,2423,First ,petrol,manual,RTOCG12,29/9/2020,Comprehensive,hyundai,elite i20 magna 1.2,86149.0,2014,8
70000.0,3.7,2423,Third ,petrol,manual,RTOMH14,,Expired,chevrolet,spark ls 1.0,59521.0,2008,5
245000.0,4.1,2423,Third ,petrol,manual,RTOMH12,,Expired,maruti,alto k10 vxi ,34023.0,2012,7
40000.0,2.9,2423,Third ,petrol + lpg,manual,RTOMH12,4/10/2021,3rdParty,maruti,800 std,85010.0,2002,1
100000.0,4.1,2423,First ,petrol + cng,manual,RTOMH12,,Expired,tata,nano emax xm cng,53014.0,2015,1
250000.0,4,2423,First ,diesel,manual,RTOMH46,5/1/2021,Third_party,maruti,ritz vdi ,85506.0,2011,1
350000.0,3.2,2423,First ,diesel,manual,RTOMH12,4/2/2021,3rdParty,maruti,swift dzire ldi bs iv,90838.0,2012,2
445000.0,4.5,2423,First ,petrol,,RTOMH12,5/6/2021,Comprehensive,tata,tiago 	xza 1.2 revotron,59515.0,2017,1
165000.0,3.5,2423,Fourth ,petrol,automatic,RTOMH14,,Expired,honda,civic 1.8v at,93777.0,2007,12
286000.0,4.6,2423,Second ,petrol,manual,RTOMH12,27/8/2021,Comp,maruti,alto lxi,6033.0,2012,2
302000.0,4.3,2423,First ,diesel,manual,RTOHR26,14/6/2021,3rdParty,renault,scala rxz,41524.0,2012,12
400000.0,3.5,2423,Fourth ,diesel,automatic,RTOMH12,13/2/2021,Comp,ford,endeavour 3.0l 4x4 at,67575.0,2011,7
525000.0,4.7,2423,First ,petrol,manual,RTOMH12,11/2/2021,3rdParty,hyundai,grand i10 sportz 1.2 kappa vtvt,21385.0,2017,3
290000.0,4.2,2423,Second ,petrol + cng,manual,RTOMH14,26/11/2021,Comprehensive,hyundai,i10 sportz 1.1 irde2,60840.0,2014,9
65000.0,3.5,2423,Third ,petrol,manual,RTOMH20,10/1/2021,Comp,hyundai,santro xing xl erlx euro ii,45910.0,2005,1
530000.0,4.3,2423,First ,petrol,automatic,RTOMH12,1/6/2021,Third_party,hyundai,verna fluidic 1.6 sx vtvt opt at,26289.0,2014,5
235000.0,3.8,2423,Third ,diesel,manual,RTOMH12,,Expired,maruti,swift vdi,125021.0,2009,12
230000.0,4.1,2423,First ,petrol,manual,RTOMH14,5/12/2021,Comprehensive,honda,jazz 1.2 base i vtec,76211.0,2010,1
250000.0,4.3,2423,Second ,petrol,manual,RTOMH12,,Expired,maruti,wagon r vxi,53668.0,2011,4
130000.0,3.7,2423,First ,petrol + lpg,manual,RTOMH12,9/12/2021,Comp,maruti,wagon r duo lxi lpg,128509.0,2008,10
115000.0,4,2423,Second ,petrol,manual,RTOMH20,12/5/2021,3rdParty,maruti,swift vxi 1.3,96330.0,2006,10
666000.0,4.3,2423,First ,petrol,manual,RTOMH12,11/1/2021,Comp,honda,city sv mt petrol,16119.0,2015,1
150000.0,3.7,2423,First ,petrol,manual,RTOMH12,20/5/2021,Comp,maruti,swift vxi 1.3,83920.0,2006,1
160000.0,3.9,2423,First ,diesel,manual,RTOMH12,11/4/2021,Third_party,tata,indica vista aura 1.3 quadrajet,71524.0,2009,10
540000.0,4.5,2423,Second ,diesel,manual,RTOMH43,28/1/2021,Comp,ford,ecosport 1.5 titaniumtdci opt,62491.0,2014,10
600000.0,4.4,2423,Second ,petrol,,RTOMH12,,Expired,skoda,rapid 1.6 mpi style,32147.0,2016,7
75000.0,4.1,2423,Third ,petrol,manual,RTOCH01,10/7/2021,3rdParty,chevrolet,spark ps 1.0,63610.0,2010,10
680000.0,4.9,2423,First ,petrol,,RTOMH11,18/2/2021,Zero_Dep,hyundai,grand i10 nios sportz petrol ,5993.0,2020,2
42000.0,1,2423,Third ,petrol,manual,RTOMH01,,Expired,maruti,zen vxi,78742.0,2004,10
100000.0,4,2423,First ,diesel,manual,RTOMH14,,Expired,tata,indica v2 dlx bs ii,72592.0,2004,1
450000.0,4.8,2423,First ,petrol,manual,RTOMH12,19/3/2021,Zero_Dep,maruti,celerio vxi ,24434.0,2018,3
280000.0,4.3,2423,First ,petrol,manual,RTOMH14,27/3/2021,Comprehensive,maruti,swift vxi,47014.0,2010,3
22000.0,1,2423,First ,petrol,manual,RTOMH12,,Expired,maruti,esteem vx,5157.0,1996,1
125000.0,3.5,2423,Second ,petrol + lpg,manual,RTOMH02,,Expired,maruti,wagon r duo lxi lpg,70310.0,2009,3
900000.0,4.8,2423,First ,petrol,,RTOMH12,26/2/2021,ZeroDepreciation,maruti,ciaz 1.5 alpha shvs,7051.0,2018,7
225000.0,4.3,2423,Second ,diesel,manual,RTOMH16,16/3/2021,Third_party,chevrolet,beat lt diesel,54111.0,2013,10
40000.0,3.5,2423,Second ,petrol,manual,RTOMH12,17/6/2021,Third_party,fiat,palio 1.2 el ps,72296.0,2003,3
135000.0,3.6,2423,Second ,petrol,manual,RTOMH12,,Expired,skoda,fabia classic 1.2 mpi,65000.0,2010,2
440000.0,4.5,2423,Second ,petrol,manual,RTOMH14,10/4/2021,Comp,maruti,swift vxi,26562.0,2013,3
90000.0,3.6,2423,Second ,petrol + cng,manual,RTOMH12,,Expired,maruti,baleno lxi,64870.0,2006,5
340000.0,3.8,2423,Second ,petrol,manual,RTOMH12,19/7/2021,Comp,honda,city s mt petrol,60938.0,2010,11
450000.0,4.6,2423,First ,petrol,manual,RTOMH14,,Expired,renault,kwid rxt opt,6122.0,2018,9
1805000.0,4.8,2423,First ,petrol,,RTOMH14,7/4/2022,3rdParty,jeep,compass 1.4 limited plus at,9738.0,2019,2
324900.0,3.9,2423,Second ,diesel,manual,RTOMH03,14/7/2021,Third_party,maruti,swift dzire vdi bs iv,74759.0,2011,4
650000.0,4.8,2423,Second ,petrol,automatic,RTOMH12,15/7/2021,Comp,maruti,ignis alpha 1.2 k12 amt,13815.0,2018,5
200000.0,4.1,2423,First ,petrol,manual,RTOMH12,1/11/2020,Comp,chevrolet,beat ps petrol,23403.0,2013,4
563000.0,4.7,2423,First ,petrol,,RTOMH12,,Expired,hyundai,grand i10 sportz (o) 1.2 at vtvt,33797.0,2017,3
801000.0,3.3,2423,Second ,diesel,manual,RTOMH12,,Expired,honda,wr-v 1.5 i-dtec vx mt,50251.0,2018,1
510000.0,4.2,2423,First ,petrol,manual,RTOMH12,11/2/2021,Third_party,volkswagen,vento highline petrol,24375.0,2014,11
220000.0,4.1,2423,Second ,petrol,manual,RTOMH12,5/9/2021,3rdParty,chevrolet,optra magnum ls 1.6,11626.0,2011,2
760000.0,4.9,2423,First ,petrol,,RTOMH14,26/11/2022,Zero_Dep,toyota,glanza g mt petrol,7090.0,2019,11
170000.0,4,2423,Second ,petrol + cng,manual,RTOMH04,7/12/2020,Comprehensive,maruti,swift dzire vxi 1.3,108689.0,2009,12
502000.0,4.4,2423,First ,diesel,manual,RTOMH12,18/4/2021,3rdParty,maruti,swift vdi abs,50887.0,2015,1
350000.0,4.2,2423,First ,petrol,manual,RTOMH12,,Expired,tata,zest xm rt,26099.0,2014,10
204000.0,4,2423,Third ,diesel,manual,RTOMH12,,Expired,nissan,micra xv diesel,83727.0,2011,4
250000.0,3.7,2423,Second ,petrol,automatic,RTOMH43,22/8/2021,Comprehensive,honda,city s at,73606.0,2009,1
142000.0,4.1,2423,First ,diesel,manual,RTOGA06,14/4/2021,Comprehensive,tata,indigo ecs vx cr4 bs iv,53463.0,2012,2
30000.0,0.5,2423,Second ,petrol,manual,RTOMH01,,Expired,maruti,800 std,90183.0,1994,4
1000000.0,4.8,2423,First ,diesel,,RTOUP16,3/12/2020,Comp,hyundai,creta 1.6 sx (o) crdi,6366.0,2016,10
416000.0,4.2,2423,First ,diesel,manual,RTOMH12,7/9/2021,3rdParty,fiat,punto evo multijet 1.3 90 hp,90143.0,2016,8
600000.0,4.8,2423,First ,petrol,,RTOMH12,21/10/2021,3rdParty,tata,tigor xz plus 1.2 revotron,16398.0,2018,1
236000.0,3.9,2423,Third ,diesel,manual,RTOMH04,3/3/2021,Comprehensive,mahindra,quanto c2,94207.0,2012,10
630000.0,4.7,2423,Second ,petrol,manual,RTOMH12,29/12/2020,Comp,maruti,ertiga zxi plus,51682.0,2015,9
38000.0,3.4,2423,Second ,petrol,manual,RTOMH12,,Expired,hyundai,santro gls ii euro i,140938.0,1998,10
330000.0,4.1,2423,First ,petrol,manual,RTOMH12,28/2/2021,3rdParty,honda,city s mt petrol,86161.0,2011,3
499000.0,4.2,2423,First ,petrol,manual,RTOUP16,14/8/2021,Comp,honda,amaze 1.2 sx mt i vtec,40045.0,2017,4
475000.0,4.3,2423,First ,petrol + cng,,RTOMH12,9/5/2022,Third_party,hyundai,new santro 1.1 sports mt cng,27734.0,2019,2
60000.0,3.7,2423,First ,petrol,manual,RTOMH14,,Expired,tata,nano cx,44021.0,2012,9
80000.0,4,2423,First ,petrol,manual,RTOMH12,3/2/2021,Comprehensive,maruti,alto lxi,5874.0,2006,1
584250.0,4.5,2423,Third ,petrol + cng,manual,RTOMH14,12/8/2021,Third_party,maruti,ertiga vxi cng,51692.0,2016,7
139000.0,2.9,2423,Second ,petrol + cng,,RTOMH12,19/2/2021,Third_party,maruti,omni e 8 str,110868.0,2011,12
610000.0,4.7,2423,First ,petrol,automatic,RTOMH12,27/6/2021,ZeroDepreciation,maruti,baleno zeta 1.2 k12 amt ,30422.0,2017,6
300000.0,3.8,2423,First ,petrol,manual,RTOMH02,26/3/2021,Third_party,hyundai,i10 sportz 1.2 kappa2,21911.0,2012,2
45000.0,3.6,2423,Third ,petrol,manual,RTOMH12,4/9/2021,Third_party,hyundai,santro dx,76408.0,2000,1
350000.0,3.6,2423,First ,petrol,manual,RTOMH13,20/4/2021,Comp,hyundai,i20 sportz 1.2 vtvt,79713.0,2013,3
300000.0,3.8,2423,Second ,diesel,manual,RTOMH03,1/12/2021,Third_party,maruti,swift dzire vdi,110861.0,2011,6
190000.0,3.9,2423,Second ,petrol,manual,RTOMH12,28/10/2021,Third_party,hyundai,i10 sportz 1.2,63818.0,2008,10
250000.0,4.1,2423,First ,petrol,manual,RTOMH06,28/3/2021,Comprehensive,maruti,swift dzire vxi,73401.0,2010,3
75000.0,3.8,2423,First ,petrol,manual,RTOTN02,11/3/2021,Third_party,hyundai,santro xing xs,81930.0,2004,2
400000.0,4.5,2423,Second ,petrol,automatic,RTOMH12,25/11/2021,Third_party,honda,amaze 1.2 vxat i vtec,41403.0,2013,2
380000.0,4.5,2423,First ,diesel,manual,RTOMH14,24/11/2021,Comprehensive,tata,tiago xt 1.05 revotorq,69624.0,2017,9
720000.0,4.3,2423,First ,diesel,manual,RTOMH12,6/12/2021,Zero_Dep,maruti,baleno delta ddis 190 ,19580.0,2018,8
105000.0,3.9,2423,Second ,petrol,manual,RTOMH12,28/9/2021,Third_party,chevrolet,spark ls 1.0,65583.0,2011,1
370000.0,4.2,2423,First ,petrol,manual,RTOMH12,8/6/2021,Comprehensive,honda,jazz 1.2 base i vtec,29375.0,2010,1
190000.0,3.1,2423,Second ,diesel,manual,RTOMH14,28/3/2021,Third_party,tata,indica vista vx quadrajet,71490.0,2011,12
524000.0,4.4,2423,First ,petrol,manual,RTOMH12,5/2/2021,Comprehensive,honda,mobilio 1.5 s i vtec,22641.0,2014,10
120000.0,3.9,2423,Third ,petrol,manual,RTOMH14,6/12/2021,Third_party,chevrolet,spark ls 1.0,42138.0,2007,9
600000.0,3.7,2423,First ,diesel,manual,RTOMH14,28/6/2021,Third_party,honda,city vx mt diesel,91091.0,2014,6
